0.414656934	2.891082678
0.411458012	2.887830345
0.411645485	2.888029313
0.446136186	2.932340723
0.446358387	2.932610054
0.400757126	2.874437925
0.40084753	2.874524342
0.413077625	2.887345598
0.412072396	2.886192093
0.437041382	2.924109597
0.405636372	2.878866616
0.405465302	2.878512602
0.398698683	2.874169763
0.399007225	2.874520426
0.390842816	2.863022857
0.390842816	2.863022857
0.43328276	2.919901123
0.43328276	2.919901123
0.40247019	2.886355162
0.40247019	2.886355162
0.426761273	2.9066792
0.426761273	2.9066792
0.419082029	2.900892388
0.419082029	2.900892388
-0.19032796	3.026341821
-0.19032796	3.026341821
-0.207782699	3.049740747
-0.207782699	3.049740747
0.390624484	2.868727821
0.390624484	2.868727821
0.270635317	2.777935134
0.270663835	2.777982253
-0.16215152	2.985922981
-0.16215152	2.985922981
0.38298157	2.867204453
0.383957842	2.86814848
-0.181265517	3.008341555
-0.181265517	3.008341555
-0.107079566	2.916046575
-0.107043819	2.916116955
0.445722495	2.935187233
0.445722495	2.935187233
-0.026397017	2.840673451
-0.026397017	2.840673451
-0.164239325	2.988441254
-0.164239325	2.988441254
0.417768061	2.899796929
0.417768061	2.899796929
-0.204578194	3.045491098
-0.204578194	3.045491098
0.464410051	2.960690138
0.464410051	2.960690138
-0.179286235	3.01162943
-0.179286235	3.01162943
-0.170500755	2.996842195
-0.170500755	2.996842195
0.376111801	2.860698882
0.376240923	2.860764922
0.475627006	2.976895577
0.475627006	2.976895577
-0.197985587	3.036738188
-0.197985587	3.036738188
-0.124569328	2.940562028
-0.124569328	2.940562028
0.34629801	2.82694135
0.419351527	2.905483595
0.418479978	2.904457432
0.417994008	2.899459084
0.417994008	2.899459084
0.450459663	2.946829157
0.416852916	2.898123427
0.417173092	2.898594182
0.308606718	2.798769323
0.308606718	2.798769323
0.424468501	2.910187796
0.424468501	2.910187796
0.408384324	2.891374924
0.408384324	2.891374924
0.422122314	2.908247255
0.422122314	2.908247255
0.287579546	2.784985084
0.287579546	2.784985084
-0.0978313	2.908119836
-0.0978313	2.908119836
0.316785544	2.807853631
0.316785544	2.807853631
0.349176626	2.832969459
0.349176626	2.832969459
0.29589567	2.794608696
0.29589567	2.794608696
-0.012630433	2.830445884
-0.012630433	2.830445884
0.309336074	2.807010811
0.309336097	2.807010856
0.359435156	2.842428836
0.359435156	2.842428836
-0.244423344	3.112488704
-0.244423344	3.112488704
-0.131008299	2.944406225
-0.131008299	2.944406225
0.445442869	2.946608144
0.445442869	2.946608144
-0.024929068	2.83542007
-0.024929068	2.83542007
-0.248949829	3.110072976
-0.248949775	3.110072985
0.309619902	2.799221701
0.309619902	2.799221701
0.334140179	2.828164244
0.334140179	2.828164244
0.38238606	2.859551923
0.38238606	2.859551923
0.276948193	2.77726589
0.276948193	2.77726589
-0.299985651	3.194555161
-0.299985651	3.194555161
-0.070815328	2.878950357
-0.070815328	2.878950357
0.257057647	2.772303539
0.256733809	2.772180223
0.156817823	2.75763016
0.276533221	2.78027558
0.276419288	2.78035042
0.174505246	2.756549123
0.174505246	2.756549123
0.181196773	2.750735699
0.181196773	2.750735699
-0.194222277	3.029469098
-0.194222277	3.029469098
-0.149635134	2.967835829
-0.149635134	2.967835829
-0.177124325	3.010580343
-0.176979564	3.010406656
0.29575254	2.792452942
0.29575254	2.792452942
-0.159278326	2.982937378
-0.159278326	2.982937378
-0.258683094	3.125969506
-0.258683094	3.125969506
-0.236340432	3.095937666
-0.236340432	3.095937666
0.283273281	2.786521053
0.283273281	2.786521053
-0.216358865	3.063301695
-0.216358865	3.063301695
0.275435779	2.782345396
0.275435779	2.782345396
-0.137064146	2.95304045
-0.137064146	2.95304045
